,model,scenario,year,rcp,mod_scen_combined,Primary_Energy,Primary_Energy_Wind,Primary_Energy_Solar,Primary_Energy_Biomass,Primary_Energy_Biomass_w_CCS,Primary_Energy_Hydro,Primary_Energy_Nuclear,Primary_Energy_Geothermal,Primary_Energy_Fossil,Primary_Energy_Fossil_w_CCS,Primary_Energy_Fossil_wo_CCS,Primary_Energy_Coal,Primary_Energy_Coal_w_CCS,Primary_Energy_Coal_wo_CCS,Primary_Energy_Oil,Primary_Energy_Oil_w_CCS,Primary_Energy_Oil_wo_CCS,Primary_Energy_Gas,Primary_Energy_Gas_w_CCS,Primary_Energy_Gas_wo_CCS,Primary_Energy_Non_Biomass_Renewables,Emissions_CO2,Emissions_CH4,Emissions_N2O,Emissions_Kyoto_Gases,Emissions_CO2_Carbon_Capture_and_Storage,Emissions_CO2_Carbon_Capture_and_Storage_Biomass,Emissions_CO2_Fossil_Fuels_and_Industry,Emissions_CO2_Land_Use,Final_Energy,Final_Energy_Electricity,Final_Energy_Hydrogen,Final_Energy_Industry,Final_Energy_Residential_and_Commercial,Final_Energy_Transportation,Final_Energy_Gases,Final_Energy_Heat,Final_Energy_Liquids,Final_Energy_Solids,Final_Energy_Solar,Final_Energy_Electrification,Price_Carbon,GDP_PPP,cumulative_emissions,squared_cumulative_emissions
291,GCAM4,SSP2,2020,RCP19,GCAM4-SSP2-19,625.372726182,5.338372584,1.614185304,63.392531054,0.87258041,13.0198439,13.912219531,1.560205009,526.5353688,2.255973592,524.279395208,189.6320824,1.052252471,188.579829929,191.2945464,0.155848778,191.138697622,145.60874,1.047872343,144.560867657,35.444826328,41.3376628118613,0.371050511341,10.726144201999999,52.9948095968901,2.53861087640967,0.0588405594333333,39.311497757592605,2.02616505426867,470.90782136,93.481446188,0.338308771,211.795199931,139.64923733,117.322354179,73.712612071,10.351250186,188.470121989,104.554082155,,0.19851325874779904,0.0,100.36812078436,126.58517475024397,16023.806466549802
292,GCAM4,SSP2,2030,RCP19,GCAM4-SSP2-19,679.07402358,15.22089658,4.6665284,98.267519364,9.732926939,13.6647437,34.235695201,3.211190535,509.8074498,31.164207251,478.643242549,148.2650973,19.502465235,128.762632065,184.4581955,0.85578702,183.60240848,177.084157,10.805954996,166.278202004,70.999054416,36.0019813972586,0.33848923588999996,10.33350232,44.1388039878126,6.3557148917349995,0.8485469758699999,32.2944791937876,3.707502203471,504.912674482,126.747809986,1.09082451,216.178503822,153.173913907,133.302836273,76.99856682,7.409356495,207.566261478,85.099855193,,0.2510291707690505,0.0564545454545454,141.948733165178,126.58517475024397,16023.806466549802
293,GCAM4,SSP2,2040,RCP19,GCAM4-SSP2-19,713.612779336,31.030245342,12.687146229,166.140883349,57.737419285,14.6095264,75.541589408,3.926573108,409.6768155,94.960382498,314.716433002,73.9717218,53.514058813,20.457662987,160.8913297,2.488423258,158.402906442,174.813764,38.957900427,135.855863573,137.795080487,9.53573985467409,0.32775346956,11.226982904,24.6081189172479,16.5012070237337,5.618543200783329,12.8069250067478,-3.27118515207367,525.1194661551,179.0266148,2.464503618,216.338305023,162.1631363281,144.355785804,70.845381777,4.098031839,209.282832638,59.4021014831,,0.3409254966509325,0.156190909090909,184.529514736172,126.58517475024397,16023.806466549802
294,GCAM4,SSP2,2050,RCP19,GCAM4-SSP2-19,766.261524921,41.750104714,23.815238257,207.603946564,98.326911622,15.8542282,104.241912593,4.040312693,368.9557819,107.634754071,261.321027829,59.6140967,50.520525134,9.093571566,140.8293062,2.713959121,138.115347079,168.512379,54.400269816,114.112109184,189.701796457,-7.45219709543192,0.324430034649,12.01301347,16.9359636403372,21.107522025546,9.16789550189333,4.95693108251275,-12.4091281779447,554.0809314467,226.196360522,4.37108875,226.88104364,171.8261613167,153.151354112,67.726772682,2.466438874,208.000467852,45.3198027667,,0.4082370420714596,0.25442181818181797,229.524695600014,126.58517475024397,16023.806466549802
295,GCAM4,SSP2,2060,RCP19,GCAM4-SSP2-19,798.060733805,49.367855601,39.189555584,232.07953088,124.64544292,17.0988992,133.355362264,4.049618776,322.9199115,105.911792747,217.008118753,47.2073829,42.099260771,5.108122129,117.8087696,2.854193884,114.954575716,157.903759,60.958338092,96.945420908,243.06129142500004,-13.1871034359924,0.315919291094,12.231995386000001,11.3035348878633,23.0904935013683,11.091764393226,-0.552515495941412,-12.634587940051,576.663527039,272.067578182,6.970414654,236.254017128,180.295533548,158.009880986,63.012862403,1.274237937,198.531510932,34.806922931,,0.4717960568426932,0.414376363636364,278.857502120153,126.58517475024397,16023.806466549802
296,GCAM4,SSP2,2070,RCP19,GCAM4-SSP2-19,818.753220534,53.994465566,55.296582086,263.288805465,150.410786447,18.3425393,166.477200472,4.041742222,257.311885423,82.634911946,174.676973477,26.85667662,23.948705463,2.907971157,97.709617803,2.652253435,95.057364368,132.745591,56.033953048,76.711637952,298.152529646,-14.127611389937,0.3081095947695,12.441368451,5.59639760097028,23.796549036212298,13.145370046512,-6.1546702969997105,-7.972941092937329,599.71935196758,315.775409819,11.46623055,250.108034076,189.60478813958,158.120196274,57.934719147,0.543171538,186.511356788,27.48846412558,,0.5265386364188401,0.675196363636364,334.760103740182,126.58517475024397,16023.806466549802
297,GCAM4,SSP2,2080,RCP19,GCAM4-SSP2-19,844.809215072,62.735123272,69.16768828,310.192326951,179.313018916,19.5883008,197.01706742,4.047638188,182.061070161,44.874414784,137.186655377,8.80366651,7.139874998,1.663791512,76.556449651,2.037976677,74.518472974,96.700954,35.696563109,61.004390891,352.55581796,-18.1779647000099,0.2976645656316,12.624113768499999,-1.32193697216952,25.2141823776187,16.2758538659347,-12.9005707375429,-5.277393962467,623.44396078343,356.429678418,16.774348352,270.70815017,199.24136149843,151.882796915,52.171440533,0.191636664,175.25989431,22.61696250643,,0.5717108526804952,1.09973454545455,396.409138015682,126.58517475024397,16023.806466549802
298,GCAM4,SSP2,2090,RCP19,GCAM4-SSP2-19,894.8195728157,72.133537996,78.508297078,369.137381115,214.553750488,20.8329875,213.7006035,3.941164613,136.5656010137,16.617726961289,119.947874052411,2.50303965,1.540808181,0.962231469,69.6357973637,1.078740849289,68.557056514411,64.426764,13.998177931,50.428586069,389.116590687,-23.5224430535521,0.286255040673352,12.545669456699999,-9.10715592361612,29.7874696711281,21.5230923262373,-20.4266172504785,-3.0958258030736703,652.313694613531,401.485581074,22.373946185,303.237022443,208.512525606531,139.238746564,45.76136957,0.05007397,165.289010531,17.353713283531,,0.6154793075620828,1.7911145454545498,463.963267781455,126.58517475024397,16023.806466549802
299,GCAM4,SSP2,2100,RCP19,GCAM4-SSP2-19,955.281598506943,76.863866366,87.234302534,453.4467817,270.435834137,21.4553438,199.0610347258,3.487014483,113.733254898143,5.10179500642,108.631459891723,0.90605228,0.32200592582,0.58404635418,64.931047018143,0.097973166,64.833073852143,47.8961556,4.6818159146,43.2143396854,388.1015619088,-31.683695617131402,0.27335826452600004,12.280817688700001,-18.6409196092452,37.4660462302857,28.983555790277002,-29.5970279140151,-2.08666770311633,670.237252192517,434.717648729,25.720959766,332.2353683538,212.291770101717,124.630847037,40.199259544,0.011495452,157.701940095,11.885948606517,,0.6486026363156148,2.91757090909091,537.473798665633,126.58517475024397,16023.806466549802
300,GCAM4,SSP2,2010,RCP26,GCAM4-SSP2-26,508.62285254969,1.2301816217,0.12050423729,51.5300697517,0.0,12.3909307,9.9226372,0.245125699,433.18340334,0.0,433.18340334,143.25977845,0.0,143.25977845,176.07883929,0.0,176.07883929,113.8447856,0.0,113.8447856,23.90937945799,35.7754284625942,0.368288815186713,10.629112641539399,46.0139968017111,1.8133150310000001,0.0,32.6469768765077,3.12845158608649,393.851406152376,65.715268404676,0.0,174.628984941,119.147126626504,98.448018824872,63.538010607905,9.7270965,157.82899089071,97.042039749085,,0.166852948543877,0.0,66.9370234282228,821.2402576275243,674435.5607481225
301,GCAM4,SSP2,2020,RCP26,GCAM4-SSP2-26,625.43446542324,5.33603150505,1.6138859883901,63.6038831688,0.879235282257069,13.0198439,13.909292943,1.559415018,526.3921129,2.25251872226451,524.139594177735,189.5909498,1.05036231262826,188.540587487372,191.2194881,0.155628650796298,191.063859449204,145.581675,1.04652775883996,144.53514724116,35.4384693544401,39.892559304995,0.371128936209658,10.756174553230599,52.9940947852112,2.539362043526,0.0593575818733333,39.299853363154305,0.592705941840701,471.012756094156,93.4677317462287,0.3381409510828,211.8697333706,139.675979443903,117.326013015652,73.7115601917139,10.350504559,188.47591283083,104.6689058153,,0.19843991598296415,0.0,100.352525571066,821.2402576275243,674435.5607481225
302,GCAM4,SSP2,2030,RCP26,GCAM4-SSP2-26,760.784830508321,9.69053062885,3.2530936881613,77.0374779058,2.57833791342383,13.6647437,20.111588412,2.66092417351,634.366472,7.69276996778864,626.673702032211,239.3210263,4.8063967767474,234.514629523253,194.2499897,0.150871003849552,194.09911869615,200.795456,2.73550218719169,198.059953812808,49.3808806025213,46.3373807945878,0.430402357987937,12.283099487907,63.1345727382656,3.4884205952400196,0.16969744724313301,46.5510178328374,-0.213637038249617,553.770787780634,121.299390285861,1.04455748807775,249.9386966102,161.979022187233,139.609092690201,88.4206052403118,10.863049489,222.553885319174,109.58929995821,,0.21904259481074595,0.0,141.87767685811502,821.2402576275243,674435.5607481225
303,GCAM4,SSP2,2040,RCP26,GCAM4-SSP2-26,734.727005430137,25.54097639215,10.6271351456063,125.9184218459,23.6709060998907,14.6095264,61.316157921,3.80624072548096,492.908547,65.6551829149245,427.253364085076,110.023421,41.1263466110568,68.8970743889432,181.124528,2.19788029735569,178.926647702644,201.760598,22.330956006512,179.429641993488,115.90003658423726,24.6617714686044,0.34658881088960103,11.1673553659985,36.8295041566152,11.3255895829555,2.5258068461890004,24.5706522494458,0.0911192191586341,548.153950905914,166.821427347549,2.22355089967406,230.65835121482,166.081030032129,149.153259718965,79.420453253616,5.451881591,221.935251327112,72.3013864869629,,0.3043331660236131,0.0992135945454545,184.488137771791,821.2402576275243,674435.5607481225
304,GCAM4,SSP2,2050,RCP26,GCAM4-SSP2-26,775.840253313077,36.1145373838,20.5974982686262,165.4538549991,57.0574705894541,15.8542282,89.753228786,3.99749327555051,444.0694124,93.7755856766296,350.29382672337,72.5492468,51.0597019175577,21.4895448824423,171.1995936,2.34484944266731,168.854744157333,200.320572,40.3710343164046,159.949537683595,166.31698591397668,4.0133863350930605,0.34394525894371,12.0347295075315,26.763454601342097,17.0590374739371,5.8606728784303295,14.291458295317799,-10.2780719602247,578.144566109236,209.039998473282,3.95238215177824,239.536804820966,175.704447134567,160.678277832703,79.3803529775272,3.648624671,226.176720556778,55.9464872788703,,0.36157046304191237,0.16160828727272702,229.64206271513999,821.2402576275243,674435.5607481225
305,GCAM4,SSP2,2060,RCP26,GCAM4-SSP2-26,810.840615947146,47.0755775673,35.522510505555,196.5015723692,94.1084769239652,17.0989167,116.219551359,4.0504869460913,394.3720005,102.801270017891,291.570730482109,56.5435934,47.6228234868763,8.9207699131237,150.0112691,2.74946622993146,147.261802870069,187.817138,52.4289803010829,135.388157698917,219.9670430779463,-4.4408969382434895,0.336454264522535,12.5026131794473,19.1410127183935,20.813645100865898,8.78999019453375,6.69574490754179,-11.1366418457853,600.72238806989,252.87119785724,6.05450721560147,245.201511579966,183.256280891715,170.150966940209,75.92321045285,2.155428329,222.913765065759,40.8042791494394,,0.4209451867937043,0.26324302909090896,278.74880531855496,821.2402576275243,674435.5607481225
306,GCAM4,SSP2,2070,RCP26,GCAM4-SSP2-26,840.746365629469,50.2352671813,51.35718812355,231.5545532136,127.577184771198,18.3436002,148.450072494,4.0605435170193,336.7451409,99.1874520042056,237.557688895794,44.6717921,39.9739147112872,4.6978773887128,130.3731218,3.06104213492642,127.312079665074,161.700227,56.152495157992,105.547731842008,272.4466715158693,-6.551907094975171,0.324151425022326,12.7576460044789,12.2174080543892,23.4641558668539,11.344130002788999,-0.021735189738292297,-6.53017190523688,622.257044650848,298.924815894428,9.6949886215692,254.062527230753,190.959395959383,175.322659508712,69.7623120490283,1.0750062062,213.219912580069,29.5800092995527,,0.48038799795694787,0.428794854545455,334.92247511626,821.2402576275243,674435.5607481225
307,GCAM4,SSP2,2080,RCP26,GCAM4-SSP2-26,861.277683220769,57.5496969613,65.90814857123,277.8831451371,160.997157515764,19.5883008,178.01056279,4.04207196813864,258.295756993,73.1949350529245,185.100821940075,24.41448523,21.7815077142546,2.63297751574536,103.072433763,2.41836690277759,100.654066860222,130.808838,48.9950604358923,81.8137775641077,325.0987810906686,-11.1757410311161,0.316460323336228,13.0648550021193,5.01507151799562,24.8494193604239,14.156907417049801,-7.1510866564458,-4.02465437467025,639.913114178862,339.719141176336,14.0985898227272,266.497976915789,198.247027751627,173.508873280447,63.2772336092403,0.4497952429,199.97386849755,22.3944858301082,,0.5308832303152037,0.6984631636363641,396.503042522204,821.2402576275243,674435.5607481225
308,GCAM4,SSP2,2090,RCP26,GCAM4-SSP2-26,884.713968859555,66.342603,77.10473608403,327.3774012519,191.549360785066,20.8329875,205.78026358,4.0297062733348,183.24627117029,34.8317006913406,148.41457047895,7.22446973,5.68560390396,1.53886582604,83.3998624402902,1.91407651654939,81.4857859237408,92.621939,27.2320202708312,65.3899187291688,374.09029643736477,-17.0789865529505,0.303377593131659,13.0621408037043,-2.44677013236606,26.751416678487903,17.644195797788402,-14.3202482252712,-2.75873832767933,658.576781928266,377.509676216101,19.4981427716478,287.501809143652,205.151782184832,164.527330666782,56.2369719260593,0.15305451242,187.525634383917,17.6533021181207,,0.5732204453226843,1.13772092727273,463.805611513084,821.2402576275243,674435.5607481225
309,GCAM4,SSP2,2100,RCP26,GCAM4-SSP2-26,927.29361463856,75.9665382918,86.16232050434,391.74341436168,230.255263887949,21.4553438,205.23922139,3.88494253806,142.84183375268,12.7955937382066,130.046240014473,2.41704837,1.52945934176926,0.887589028230742,75.56712138268,0.386524029714083,75.1805973529659,64.857664,10.8796103667233,53.9780536332767,392.7083665242,-24.018229413944397,0.28963206797901697,12.847550196521999,-10.8637285949163,32.139966303406,23.5282067725263,-22.3695134300918,-1.64871598385259,675.0310357621,414.420608089974,23.5960943505818,314.680605736655,210.749240663738,148.439212820707,49.0784341903892,0.04069958015,174.790242000797,13.104957550208,,0.6139282286807736,1.85322583636364,537.0726921502301,821.2402576275243,674435.5607481225
310,GCAM4,SSP2,2010,RCP34,GCAM4-SSP2-34,508.62285254969,1.2301816217,0.12050423729,51.5300697517,0.0,12.3909307,9.9226372,0.245125699,433.18340334,0.0,433.18340334,143.25977845,0.0,143.25977845,176.07883929,0.0,176.07883929,113.8447856,0.0,113.8447856,23.90937945799,35.7754284164226,0.368288815186713,10.629112641539399,46.0139968017111,1.8133150310000001,0.0,32.6469768303361,3.12845158608649,393.851406152376,65.715268404676,0.0,174.628984941,119.147126626504,98.448018824872,63.538010607905,9.7270965,157.82899089071,97.042039749085,,0.166852948543877,0.0,66.9370234282228,1858.7633845980886,3455001.3199225417
311,GCAM4,SSP2,2020,RCP34,GCAM4-SSP2-34,625.43446542324,5.33603150505,1.6138859883901,63.6038831688,0.879312482942717,13.0198439,13.909292943,1.559415018,526.3921129,2.25294065571176,524.139172244288,189.5909498,1.05079989412214,188.540149905878,191.2194881,0.155629843583814,191.063858256416,145.581675,1.0465109180058,144.535164081994,35.4384693544401,39.892558554544706,0.371128936209658,10.756174553230599,52.9940947852112,2.539362043526,0.0593575818733333,39.299852612704,0.592705941840701,471.012756094156,93.4677317462287,0.3381409510828,211.8697333706,139.675979443903,117.326013015652,73.7115601917139,10.350504559,188.47591283083,104.6689058153,,0.19843991598296415,0.0,100.352525571066,1858.7633845980886,3455001.3199225417
312,GCAM4,SSP2,2030,RCP34,GCAM4-SSP2-34,760.784830508321,9.69053062885,3.2530936881613,77.0374779058,2.57855969005414,13.6647437,20.111588412,2.66092417351,634.366472,7.69527938694329,626.671192613057,239.3210263,4.80886050633464,234.512165793665,194.2499897,0.150962887566474,194.099026812434,200.795456,2.73545599304217,198.060000006958,49.3808806025213,46.3373790672891,0.430402357987937,12.283099487907,63.1345727382656,3.4884205952400196,0.16969744724313301,46.5510161055387,-0.213637038249617,553.770787780634,121.299390285861,1.04455748807775,249.9386966102,161.979022187233,139.609092690201,88.4206052403118,10.863049489,222.553885319174,109.58929995821,,0.21904259481074595,0.0,141.87767685811502,1858.7633845980886,3455001.3199225417
313,GCAM4,SSP2,2040,RCP34,GCAM4-SSP2-34,801.538701126566,16.82397352615,7.8482237016633,101.4036471978,6.69796686708399,14.6095264,35.851230981,3.47696591995249,621.5251334,23.1340012996921,598.391132100308,205.88282,15.1531858926037,190.729634107396,191.2360594,0.439484823469852,190.79657457653,224.406254,7.5413305836185,216.864923416381,78.6099205287658,39.831432201700004,0.383542593536764,11.502049864295302,55.2725426388144,5.788717477482209,0.541121403093333,41.7839809456759,-1.95254874397584,582.534551460751,149.830808501387,2.04317547210526,253.0579903953,172.220675828057,154.999576330394,93.146626099974,7.741807444,238.660211898962,91.1119220443235,,0.25720501578090865,0.0436781290909091,184.488137771791,1858.7633845980886,3455001.3199225417
314,GCAM4,SSP2,2050,RCP34,GCAM4-SSP2-34,831.522074446496,25.9104285268,15.6527490464032,119.819461108,16.0915413099508,15.8542282,60.703940639,3.83859302629236,589.7426739,53.6089408108577,536.133733089142,151.2816239,34.9601623639912,116.321461536009,198.721754,0.967954531235386,197.753799468765,239.739296,17.6808239156311,222.058472084369,121.95993943849555,25.4203954721193,0.38409801119638004,12.2096143142572,47.2715646058434,9.79448046439259,1.556862654545,33.7097880299667,-8.28939255784748,620.586946099951,182.576025428662,3.48890362089534,265.40647274604,183.075993440964,169.882990212947,96.8871695600452,6.023729095,252.475370696542,79.1357476988071,,0.2941989459753421,0.0711470290909091,229.64206271513999,1858.7633845980886,3455001.3199225417
315,GCAM4,SSP2,2060,RCP34,GCAM4-SSP2-34,848.27403574975,37.318562324,28.411447485022,138.1840990623,32.847956378101,17.0989167,88.225616664,3.98341821442808,535.0519753,80.9962763544106,454.055698945589,96.7115153,48.3756456061032,48.3358696938968,199.831283,1.85761646739927,197.973666532601,238.509177,30.7630142809082,207.746162719092,175.03796138745008,13.7470669656522,0.37190040046393696,12.7111707070742,37.434083714389004,14.0397807765992,3.26180228517733,24.041289415532198,-10.2942224498799,648.848855795402,218.905491593436,5.0461413450342,270.609054146121,191.141190406496,184.987435254785,96.6807869305184,4.244101643,261.062478444088,62.9098558393252,,0.3373751677886326,0.11589102,278.74880531855496,1858.7633845980886,3455001.3199225417
316,GCAM4,SSP2,2070,RCP34,GCAM4-SSP2-34,865.927982564496,46.227156504,44.35598288289,159.3943329481,60.8818286042459,18.3436002,117.238215784,4.059397445506,476.3092968,93.4447999080267,382.864496891973,65.4381998,50.2167866203997,15.2214131796003,196.457576,2.48688672809951,193.970689271901,214.413521,40.7411265595275,173.672394440472,230.224352816396,7.41871040656337,0.35968465022111096,13.0905532944149,28.746238765086897,17.8817966671168,5.77995342840667,15.5298197466809,-8.11110934011749,670.469740504177,261.173723378258,7.48738058256255,272.55615661018,197.835518707586,198.158758243411,92.448404214824,2.648340895,261.168572894814,45.5433185387184,,0.3895384200066384,0.188774590909091,334.92247511626,1858.7633845980886,3455001.3199225417
317,GCAM4,SSP2,2080,RCP34,GCAM4-SSP2-34,889.601549414952,52.772854614,59.35917057155,198.7097521966,103.796311490701,19.5883008,145.86328221,4.05944042280226,409.2487486,95.8328335944813,313.415915005519,52.4141946,45.9566493881688,6.45754521183119,173.689534,2.80297556485287,170.886558435147,183.14502,47.0732086414596,136.07181135854,281.6430486183523,2.7189474939392597,0.35038477223595904,13.4595002709129,20.002826779863202,21.8234100808753,9.16957419402941,6.885999743183009,-4.16705224924374,683.788423713047,304.546948807624,10.6314675449664,273.808026076643,202.4321634954,205.860353285004,85.6133610918816,1.4375311519,251.761974582045,29.7971405346302,,0.4453818436321286,0.307493607272727,396.503042522204,1858.7633845980886,3455001.3199225417
318,GCAM4,SSP2,2090,RCP34,GCAM4-SSP2-34,903.169540483769,58.382194472,72.23862548226,244.6076584932,142.72410559903,20.8329875,172.29391535,4.04735038630871,330.7668088,81.4968058750619,249.270002924938,39.0001943,35.5275507152384,3.47264358476159,140.2056215,2.72220420953305,137.483417290467,151.560993,43.2470509502904,108.31394204971,327.7950731905687,-3.42741658559767,0.335812089392372,13.533473159687999,11.5925845321038,24.3106830022739,12.1889129479088,-1.20351715322251,-2.2238994323751697,690.139295815222,342.413661334219,14.7024382090332,278.222459453848,204.877061467594,205.58397816778,78.1888867587208,0.6660452315,234.90174732464,19.2665169571103,,0.49615152101974624,0.5008760181818179,463.805611513084,1858.7633845980886,3455001.3199225417
319,GCAM4,SSP2,2100,RCP34,GCAM4-SSP2-34,908.792645973186,66.986871711,83.0675492018,291.67405481228,173.422627517325,21.4553438,193.2991428,4.0399982463961,248.26968540171,49.7234636211963,198.546221780514,18.53664994,16.5213852869705,2.01526465302953,111.00749046171,1.90515926286938,109.102331198841,118.725545,31.2969190713564,87.4286259286436,368.8489057591961,-10.4349468098798,0.319892172765132,13.4427732036852,3.72996268934918,25.6916979590503,15.2545032036811,-8.66412664983006,-1.77082016004976,694.316549141776,373.781613287517,18.8641838257215,288.846986306918,207.295003646166,196.924449358692,70.4223897724357,0.2648499075,217.26847725481,13.7150350937928,,0.5383446696604558,0.815873563636364,537.0726921502301,1858.7633845980886,3455001.3199225417
320,GCAM4,SSP2,2010,RCP45,GCAM4-SSP2-45,508.62285254969,1.2301816217,0.12050423729,51.5300697517,0.0,12.3909307,9.9226372,0.245125699,433.18340334,0.0,433.18340334,143.25977845,0.0,143.25977845,176.07883929,0.0,176.07883929,113.8447856,0.0,113.8447856,23.90937945799,35.7754284164226,0.368288815186713,10.629112641539399,46.0139968017111,1.8133150310000001,0.0,32.6469768303361,3.12845158608649,393.851406152376,65.715268404676,0.0,174.628984941,119.147126626504,98.448018824872,63.538010607905,9.7270965,157.82899089071,97.042039749085,,0.166852948543877,0.0,66.9370234282228,2363.7066445924893,5587109.101690684
321,GCAM4,SSP2,2020,RCP45,GCAM4-SSP2-45,625.43446542324,5.33603150505,1.6138859883901,63.6038831688,0.87940419410977,13.0198439,13.909292943,1.559415018,526.3921129,2.25296594827058,524.139146951729,189.5909498,1.05084612219041,188.54010367781,191.2194881,0.15561074659009,191.06387735341,145.581675,1.04650907949008,144.53516592051,35.4384693544401,39.892558426178894,0.371128936209658,10.756174553230599,52.9940947852112,2.539362043526,0.0593575818733333,39.299852484338196,0.592705941840701,471.012756094156,93.4677317462287,0.3381409510828,211.8697333706,139.675979443903,117.326013015652,73.7115601917139,10.350504559,188.47591283083,104.6689058153,,0.19843991598296415,0.0,100.352525571066,2363.7066445924893,5587109.101690684
322,GCAM4,SSP2,2030,RCP45,GCAM4-SSP2-45,760.784830508321,9.69053062885,3.2530936881613,77.0374779058,2.57872906199963,13.6647437,20.111588412,2.66092417351,634.366472,7.69557414961483,626.670897850385,239.3210263,4.80917250298627,234.511853797014,194.2499897,0.150958354121915,194.099031345878,200.795456,2.73544329250664,198.060012707493,49.3808806025213,46.3373786000935,0.430402357987937,12.283099487907,63.1345727382656,3.4884205952400196,0.16969744724313301,46.551015638343195,-0.213637038249617,553.770787780634,121.299390285861,1.04455748807775,249.9386966102,161.979022187233,139.609092690201,88.4206052403118,10.863049489,222.553885319174,109.58929995821,,0.21904259481074595,0.0,141.87767685811502,2363.7066445924893,5587109.101690684
323,GCAM4,SSP2,2040,RCP45,GCAM4-SSP2-45,816.760353216156,15.38103369415,7.3850183938803,98.2509522088,5.55290117219435,14.6095264,31.989691371,3.37372914832615,645.770402,18.2669586715016,627.503443328498,222.5412782,11.8779735356601,210.66330466434,193.8803858,0.317657924055176,193.562727875945,229.348738,6.07132721178637,223.277410788214,72.73899900735645,42.7904102832142,0.393146717628229,11.6656299344379,58.5073941989464,5.195721194067509,0.41840220669316697,44.548420371534306,-1.7580100883201202,591.478430075647,147.355134605942,2.03333912283106,259.15734226967,173.782528156672,156.284140875305,95.728969933611,8.366935898,242.235061615572,95.7589888996912,,0.24913019158973565,0.0331168009090909,184.488137771791,2363.7066445924893,5587109.101690684
324,GCAM4,SSP2,2050,RCP45,GCAM4-SSP2-45,856.907145563678,22.4891942198,14.3635189495952,113.4837527345,11.4323583552363,15.8542282,51.510161859,3.7710976007829,635.435192,40.0163701408531,595.418821859147,183.705654,26.1122402367938,157.593413763206,203.999279,0.696868712610356,203.30241028739,247.730259,13.207261191449,234.522997808551,107.98820082917811,32.3017339439674,0.397319182431093,12.342372547496199,53.6011662667774,8.07199424930969,1.0271105808663301,39.5470968898321,-7.24536294586465,632.807914531533,177.247419429534,3.41662150859754,273.39159356547,185.207905417379,171.988915605684,100.678421342564,6.763054693,259.085167580092,85.6172299777457,,0.28009671712268336,0.053943823636363596,229.64206271513999,2363.7066445924893,5587109.101690684
325,GCAM4,SSP2,2060,RCP45,GCAM4-SSP2-45,873.875554907694,33.328277743,26.009378581284,128.5144713733,22.6185110907542,17.0989167,77.495563684,3.93319652610961,587.4957503,67.4640127005764,520.031737599424,127.8956453,42.2306721813196,85.6649731186804,210.039161,1.44788261636559,208.591278383634,249.560944,23.7854579028912,225.775486097109,157.86533323439363,20.978697429281002,0.384798485600811,12.833823006462701,44.4389348016335,11.9283859933652,2.19770131344133,30.684957901632902,-9.70626047235187,664.44264992058,210.241177592165,4.8598737885206,280.04888917958,193.801083734894,188.484249770106,101.71507279342,4.988511367,271.932712369032,70.7053020104428,,0.3164173425912603,0.0878688654545455,278.74880531855496,2363.7066445924893,5587109.101690684
326,GCAM4,SSP2,2070,RCP45,GCAM4-SSP2-45,880.735171399247,43.499637059,41.437989001015,143.77334196,41.30318505146,18.3436002,106.263576027,4.04100825223174,523.3760189,84.3024730524576,439.073545847542,77.6512509,48.7970615998902,28.8541893001098,215.810504,2.13538628606386,213.675117713936,229.914264,33.3700251665035,196.544238833497,213.58581053924672,12.6945732091443,0.373517357800374,13.234875980221,35.0351743431039,15.547657758527201,4.04811582437167,21.4289712459498,-8.73439803680549,687.774091582585,248.962957230851,7.01301771005162,281.6099266277,200.734331977888,203.512394334997,98.9332369757,3.313244869,275.651076489685,53.9005583072986,,0.3619836226426924,0.143128832727273,334.92247511626,2363.7066445924893,5587109.101690684
327,GCAM4,SSP2,2080,RCP45,GCAM4-SSP2-45,903.898540356595,49.043301052,54.6791964495,164.1737870784,68.21357270513,19.5883008,130.21473448,4.04976169669528,482.1494588,88.7778757772268,393.371583022773,60.0795638,47.4728262300743,12.6067375699257,211.561839,1.85720379181443,209.704635208186,210.508056,39.4478457553381,171.060210244662,257.57529447819525,9.46223103129425,0.367885249872538,13.6608116579642,29.021765460254198,18.4798492862212,6.269607828858001,15.4139632329338,-5.9517322016396,710.583397006767,283.00306424461,9.43353935957511,284.33175210518,206.570993771197,217.99229562339,97.9804970994825,2.246410479,278.123969938078,39.7959158860207,,0.3982686134192282,0.199495685454545,396.503042522204,2363.7066445924893,5587109.101690684
328,GCAM4,SSP2,2090,RCP45,GCAM4-SSP2-45,930.370844130405,50.140170554,64.11350881194,178.5835391652,87.6254870893018,20.8329875,148.43163076,4.00146043926513,464.2675469,85.8401605569682,378.427386343032,53.3466939,44.9170441088725,8.42964979112749,209.959939,1.81423346003895,208.145705539961,200.960914,39.1088829880568,161.852031011943,287.5197580652051,8.86592030136801,0.366770205956711,13.9526191067602,26.096148034950403,20.2022518764755,7.7402304237960795,12.4140678283542,-3.54814752698621,734.438018183751,307.827746003493,11.8454909806097,289.10046009015,210.741413395378,233.130487092223,100.287127117007,1.655502038,282.791218005333,30.0309340393087,,0.4191337299841098,0.24217118181818198,463.805611513084,2363.7066445924893,5587109.101690684
