,model,scenario,year,rcp,mod_scen_combined,Primary_Energy,Primary_Energy_Wind,Primary_Energy_Solar,Primary_Energy_Biomass,Primary_Energy_Biomass_w_CCS,Primary_Energy_Hydro,Primary_Energy_Nuclear,Primary_Energy_Geothermal,Primary_Energy_Fossil,Primary_Energy_Fossil_w_CCS,Primary_Energy_Fossil_wo_CCS,Primary_Energy_Coal,Primary_Energy_Coal_w_CCS,Primary_Energy_Coal_wo_CCS,Primary_Energy_Oil,Primary_Energy_Oil_w_CCS,Primary_Energy_Oil_wo_CCS,Primary_Energy_Gas,Primary_Energy_Gas_w_CCS,Primary_Energy_Gas_wo_CCS,Primary_Energy_Non_Biomass_Renewables,Emissions_CO2,Emissions_CH4,Emissions_N2O,Emissions_Kyoto_Gases,Emissions_CO2_Carbon_Capture_and_Storage,Emissions_CO2_Carbon_Capture_and_Storage_Biomass,Emissions_CO2_Fossil_Fuels_and_Industry,Emissions_CO2_Land_Use,Final_Energy,Final_Energy_Electricity,Final_Energy_Hydrogen,Final_Energy_Industry,Final_Energy_Residential_and_Commercial,Final_Energy_Transportation,Final_Energy_Gases,Final_Energy_Heat,Final_Energy_Liquids,Final_Energy_Solids,Final_Energy_Solar,Final_Energy_Electrification,Price_Carbon,GDP_PPP,cumulative_emissions,squared_cumulative_emissions
0,AIM/CGE,SSP1,2010,RCP19,AIM/CGE-SSP1-19,470.1031,0.7554,0.1673,44.9428,0.0,12.2082,11.0829,0.2159,400.6963,0.0,400.6963,129.0327,0.0,129.0327,168.7596,0.0,168.7596,102.904,0.0,102.904,24.4297,35.7826485,0.3681046,9.5155122,48.568951,0.0,0.0,31.157087200000003,4.6255613,342.2994,64.5446,,127.677,129.1768,85.4457,52.8123,13.1907,145.5169,65.2019,,0.18856182628424123,0.0007840000000000001,64.8277747,688.6763652000001,474275.1359850839
1,AIM/CGE,SSP1,2020,RCP19,AIM/CGE-SSP1-19,512.6219,4.365,0.8885,42.4671,0.0,15.8805,13.0699,0.2556,435.6573,0.0,435.6573,138.4106,0.0,138.4106,181.9604,0.0,181.9604,115.2863,0.0,115.2863,34.459500000000006,37.2338898,0.3744576,10.0889093,50.5407443,0.0,0.0,33.6200831,3.6138067,365.9557,83.8967,,131.9863,141.0551,92.9142,53.5479,17.4385,155.465,54.1039,,0.22925370475169535,0.014478999999999999,98.5116278,688.6763652000001,474275.1359850839
2,AIM/CGE,SSP1,2030,RCP19,AIM/CGE-SSP1-19,420.5853,38.3309,14.6959,44.7364,0.1145,22.9588,20.2589,0.3084,279.2546,7.2216,272.033,49.7776,3.1868,46.5908,146.9887,1.4936,145.4951,82.4883,2.5411,79.9472,96.55290000000001,19.057493299999997,0.1291583,5.9768067,24.6445867,0.4713616,0.0056526,19.133109400000002,-0.0756161,324.5454,110.8359,,114.2261,139.1024,71.2169,30.8918,22.1386,125.7855,34.5096,,0.34151123386743426,0.18588310000000002,146.856,688.6763652000001,474275.1359850839
3,AIM/CGE,SSP1,2040,RCP19,AIM/CGE-SSP1-19,423.937,80.4585,37.3203,60.5955,7.7411,23.7734,23.2731,0.3742,198.0964,42.6476,155.4489,29.7148,11.0998,18.615,112.1937,14.9318,97.2618,56.188,16.6159,39.5721,165.1995,8.22932,0.0968493,5.6738257999999995,12.4729791,3.0978431,0.507127,10.9355735,-2.7062535,337.4327,159.2085,,118.4843,148.4219,70.5264,18.1939,28.4919,101.3695,29.8938,,0.4718229738848665,0.34802089999999997,209.71,688.6763652000001,474275.1359850839
4,AIM/CGE,SSP1,2050,RCP19,AIM/CGE-SSP1-19,442.1869,107.0239,61.8599,67.074,23.0535,21.6375,21.9951,0.4398,162.1063,80.4257,81.6806,30.2871,22.0908,8.1963,83.693,26.3853,57.3077,48.1262,31.9496,16.1765,212.9562,1.7946177,0.0721649,5.4851506,5.3582412,6.3158795,1.3911523,5.5736377,-3.77902,348.522,202.6334,,121.4744,155.7157,71.3319,10.0265,32.2829,77.3351,26.0545,,0.5814077733973751,0.564406,275.277,688.6763652000001,474275.1359850839
5,AIM/CGE,SSP1,2060,RCP19,AIM/CGE-SSP1-19,429.1488,124.7278,76.9727,79.3227,37.7045,24.0898,24.6277,0.5205,98.8318,54.0991,44.7327,14.7742,10.4711,4.3032,50.1874,18.6628,31.5246,33.8702,24.9652,8.905,250.9385,-2.1811692,0.061704,5.1636196,1.0231537,5.7258098,2.3474837,1.9443453,-4.1255145,344.6799,233.5938,,117.5484,157.1425,69.989,4.5109,33.106,51.0703,22.3017,,0.6777122773912839,1.1070734,338.889,688.6763652000001,474275.1359850839
6,AIM/CGE,SSP1,2070,RCP19,AIM/CGE-SSP1-19,424.6967,128.7446,84.562,85.4406,45.9766,25.3545,25.6041,0.6022,74.327,41.6435,32.6835,9.9511,6.9019,3.0492,36.2872,13.3202,22.967,28.0887,21.4215,6.6672,264.86740000000003,-3.7570794000000003,0.0572134,5.0188421,-0.7066774,5.6234437,2.8809973,0.5148986999999999,-4.2719781,341.7877,247.1724,,113.8104,157.2207,70.7566,2.7537,32.6285,40.457,18.7089,,0.7231752342170301,1.5009719,402.241,688.6763652000001,474275.1359850839
7,AIM/CGE,SSP1,2080,RCP19,AIM/CGE-SSP1-19,413.0921,127.737,89.7462,86.0107,49.4926,25.7569,25.2406,0.6716,57.8612,32.577,25.2842,6.9526,4.6749,2.2777,27.3622,9.5768,17.7854,23.5464,18.3253,5.2211,269.1523,-4.3382188,0.0530908,4.8318953,-1.445211,5.3051309,3.0262328000000003,-0.2026147,-4.135604099999999,333.5808,251.1039,,107.7699,154.9349,70.876,1.7458,31.3148,34.1073,15.2619,,0.7527528562794981,1.8904973,459.127,688.6763652000001,474275.1359850839
8,AIM/CGE,SSP1,2090,RCP19,AIM/CGE-SSP1-19,404.5736,123.2804,90.5736,86.6641,52.5402,25.622,22.8518,0.7271,54.78,31.5048,23.2752,6.3077,4.2216,2.0861,24.658,8.4532,16.2048,23.8143,18.83,4.9843,263.05490000000003,-4.3904928,0.0510139,4.683717400000001,-1.6007634,5.4051347,3.1648677,-0.4916313,-3.8988614999999998,324.1516,248.5773,,102.4332,151.183,70.5354,1.4236,29.615,32.3823,12.1132,,0.7668550764518824,1.9350627,509.597,688.6763652000001,474275.1359850839
9,AIM/CGE,SSP1,2100,RCP19,AIM/CGE-SSP1-19,390.2476,119.8764,90.0283,86.7606,54.7096,25.2723,20.5024,0.7703,46.9562,27.159,19.7973,4.9785,3.2369,1.7416,20.3727,6.656,13.7167,21.605,17.266,4.339,256.4497,-4.4748741,0.046979999999999994,4.4048932999999995,-1.8791884,5.2535049,3.2460161,-0.8610458,-3.6138283,311.6341,243.8105,,96.6916,145.7644,69.1781,1.0062,27.7402,29.686,9.3617,,0.7823614296381558,2.1806815999999998,551.161,688.6763652000001,474275.1359850839
10,AIM/CGE,SSP1,2010,RCP26,AIM/CGE-SSP1-26,470.1648,0.7553,0.1671,44.9429,0.0,12.2081,11.0828,0.2159,400.7582,0.0,400.7582,129.0773,0.0,129.0773,168.7875,0.0,168.7875,102.8934,0.0,102.8934,24.4292,35.7818143,0.36827679999999996,9.5101345,48.570823,0.0,0.0,31.1567812,4.6250331,342.3496,64.5452,,127.6847,129.1818,85.4832,52.8108,13.1907,145.5461,65.2232,,0.18853592935408714,0.0005367,64.82874100000001,1352.5941930000004,1829511.0509373222
11,AIM/CGE,SSP1,2020,RCP26,AIM/CGE-SSP1-26,512.7591,4.3619,0.8887,42.4646,0.0,15.8805,13.0702,0.2557,435.7994,0.0,435.7994,138.5649,0.0,138.5649,181.9613,0.0,181.9613,115.2733,0.0,115.2733,34.457,37.181338499999995,0.3782473,9.9392486,50.538342799999995,0.0,0.0,33.5687805,3.612558,365.9952,83.9316,,132.0002,141.0772,92.9179,53.5556,17.4384,155.4675,54.101,,0.2293243190074624,0.014226,98.5132107,1352.5941930000004,1829511.0509373222
12,AIM/CGE,SSP1,2030,RCP26,AIM/CGE-SSP1-26,508.5986,18.1857,6.4068,40.9882,0.0,20.2274,19.8088,0.2985,402.6476,0.0,402.6476,106.8871,0.0,106.8871,184.7484,0.0,184.7484,111.0121,0.0,111.0121,64.9272,29.790508600000003,0.2270326,6.4287671,37.9632937,0.0,0.0,29.202076400000003,0.5884322,371.5204,106.0729,,131.1587,149.6136,90.748,47.2016,21.4928,156.8522,38.8454,,0.2855102976848647,0.0324205,149.269,1352.5941930000004,1829511.0509373222
13,AIM/CGE,SSP1,2040,RCP26,AIM/CGE-SSP1-26,482.4276,50.5871,23.2448,50.6973,0.2581,23.6824,24.1392,0.3527,309.6887,18.6106,291.0781,61.6089,11.5306,50.0783,161.0702,1.7312,159.3391,87.0096,5.3488,81.6608,122.0062,19.431352200000003,0.171519,5.998967899999999,25.639533200000002,1.3362654,0.018596599999999998,20.516514299999997,-1.0851621,371.2381,137.8824,,129.3391,155.0408,86.8582,35.2429,26.1718,139.9063,31.3244,,0.37141230924304375,0.0947823,212.565,1352.5941930000004,1829511.0509373222
14,AIM/CGE,SSP1,2050,RCP26,AIM/CGE-SSP1-26,501.2413,71.9328,39.7676,62.8509,5.4789,22.3489,24.1541,0.3738,279.7792,58.1881,221.591,57.9941,30.4972,27.4968,146.474,6.7644,139.7096,75.3111,20.9265,54.3846,158.5772,13.6789516,0.1508176,6.829202,19.6101712,4.5538003,0.4156092,15.4265607,-1.747609,384.7633,168.7906,,132.9105,162.0907,89.7621,29.8092,29.5922,128.8589,26.9988,,0.4386868498112996,0.10397410000000001,278.716,1352.5941930000004,1829511.0509373222
15,AIM/CGE,SSP1,2060,RCP26,AIM/CGE-SSP1-26,506.1213,82.2738,47.5119,73.5155,17.9235,23.9966,24.5697,0.4259,253.7905,93.2979,160.4926,54.0481,39.6563,14.3919,126.7169,14.6782,112.0387,73.0255,38.9634,34.062,178.77790000000002,8.6772115,0.14655959999999998,6.7754616,14.4839538,7.6396964,1.3638244,10.606397000000001,-1.9291854000000002,380.3544,191.6155,,129.1282,163.2707,87.9554,23.8778,30.6476,110.8527,22.7878,,0.5037814732786055,0.1416243,342.863,1352.5941930000004,1829511.0509373222
16,AIM/CGE,SSP1,2070,RCP26,AIM/CGE-SSP1-26,485.3447,94.391,57.4876,70.8521,33.4278,26.9291,27.3736,0.4932,207.7766,100.6384,107.1382,41.8957,31.2669,10.6288,98.0479,23.7529,74.295,67.833,45.6186,22.2144,206.67450000000002,4.1001163,0.1321699,6.3349754,9.4171395,8.7158678,2.3352220999999997,6.276013799999999,-2.1758975,365.9448,214.6346,,121.9158,161.4099,82.6191,15.0072,31.2108,85.8855,18.8621,,0.5865217923577546,0.2602618,405.51,1352.5941930000004,1829511.0509373222
17,AIM/CGE,SSP1,2080,RCP26,AIM/CGE-SSP1-26,475.4564,94.2227,60.8792,73.2315,38.5369,27.5145,26.9902,0.5489,192.0237,105.8929,86.1309,37.7433,28.4535,9.2898,85.8676,27.8254,58.0422,68.4129,49.6139,18.7989,210.15550000000002,2.0832195000000002,0.1276341,6.1635742,7.237070800000001,9.1108833,2.5953128999999997,4.8657869,-2.7825674,354.5047,221.4327,,115.1411,158.2845,81.0791,11.9786,30.3545,75.1484,15.3151,,0.6246255691391398,0.30060950000000003,462.161,1352.5941930000004,1829511.0509373222
18,AIM/CGE,SSP1,2090,RCP26,AIM/CGE-SSP1-26,460.3308,92.2403,64.4978,76.8439,44.0674,27.8986,26.5998,0.5907,171.6095,99.3218,72.2877,31.8567,24.1192,7.7375,72.8002,24.6175,48.1828,66.9526,50.5851,16.3674,211.82719999999998,0.6269675,0.1193437,5.8300647,5.4668489,9.1176701,2.8750978,3.4676523,-2.8406849000000003,340.2928,225.3647,,108.5062,153.5537,78.2329,8.8353,29.175,64.6012,12.117,,0.6622670241627211,0.37182560000000003,512.062,1352.5941930000004,1829511.0509373222
19,AIM/CGE,SSP1,2100,RCP26,AIM/CGE-SSP1-26,447.0171,87.7323,64.9899,77.9287,47.065,27.2271,24.3102,0.6142,164.1606,97.5832,66.5774,29.3985,22.327,7.0715,66.6927,22.6171,44.0755,68.0694,52.6391,15.4303,204.8737,0.0177377,0.1131405,5.5434155,4.6069511,9.2194939,3.0279906999999997,2.8826223,-2.8648846,326.1978,222.4464,,102.4092,147.6807,76.1079,7.3206,27.5854,59.3365,9.3473,,0.6819371559219591,0.3853462,553.383,1352.5941930000004,1829511.0509373222
20,AIM/CGE,SSP1,2010,RCP34,AIM/CGE-SSP1-34,470.1648,0.7553,0.1671,44.9429,0.0,12.2081,11.0828,0.2159,400.7582,0.0,400.7582,129.0773,0.0,129.0773,168.7875,0.0,168.7875,102.8934,0.0,102.8934,24.4292,35.7818143,0.36827679999999996,9.5101345,48.570823,0.0,0.0,31.1567812,4.6250331,342.3496,64.5452,,127.6847,129.1818,85.4832,52.8108,13.1907,145.5461,65.2232,,0.18853592935408714,0.0005367,64.82874100000001,2172.9129045500003,4721550.4907599185
21,AIM/CGE,SSP1,2020,RCP34,AIM/CGE-SSP1-34,512.7591,4.3619,0.8887,42.4646,0.0,15.8805,13.0702,0.2557,435.7994,0.0,435.7994,138.5649,0.0,138.5649,181.9613,0.0,181.9613,115.2733,0.0,115.2733,34.457,37.181338499999995,0.3782473,9.9392486,50.6879699,0.0,0.0,33.5687805,3.612558,365.9952,83.9316,,132.0002,141.0772,92.9179,53.5556,17.4384,155.4675,54.101,,0.2293243190074624,0.014247,98.5132107,2172.9129045500003,4721550.4907599185
22,AIM/CGE,SSP1,2030,RCP34,AIM/CGE-SSP1-34,546.7463,14.5178,4.927,40.3118,0.0,19.6799,19.7281,0.2706,447.2787,0.0,447.2787,138.239,0.0,138.239,191.8617,0.0,191.8617,117.1781,0.0,117.1781,59.123400000000004,35.2017856,0.2891165,8.086215,46.0888832,0.0,0.0,33.5159728,1.6858128,392.193,109.4254,,138.6544,153.9445,99.594,52.2645,21.8583,163.8667,43.1426,,0.2790090593151841,0.0070919,149.904,2172.9129045500003,4721550.4907599185
23,AIM/CGE,SSP1,2040,RCP34,AIM/CGE-SSP1-34,555.4532,32.6929,14.8367,44.7252,0.0,21.4357,23.1313,0.264,418.3392,0.0,418.3392,116.8084,0.0,116.8084,189.8271,0.0,189.8271,111.7037,0.0,111.7037,92.36059999999999,31.274935499999998,0.2390393,7.834089,40.5708431,0.0,0.0,30.911161800000002,0.36377370000000003,408.7613,134.8848,,142.0568,163.2244,103.48,48.558,25.7931,162.9836,34.967,,0.32998427199443786,0.0163901,214.608,2172.9129045500003,4721550.4907599185
24,AIM/CGE,SSP1,2050,RCP34,AIM/CGE-SSP1-34,551.3406,52.0336,29.4322,54.3204,0.0,22.5383,24.8022,0.2622,367.9251,0.0,367.9251,94.5181,0.0,94.5181,175.0491,0.0,175.0491,98.358,0.0,98.358,129.0685,26.4760442,0.19974139999999999,8.1155827,34.7410137,0.0,0.0,27.0576841,-0.5816399,414.5166,162.7687,,142.4298,168.5622,103.5246,41.3845,29.1623,151.0693,28.7404,,0.3926711258366975,0.0273153,281.122,2172.9129045500003,4721550.4907599185
25,AIM/CGE,SSP1,2060,RCP34,AIM/CGE-SSP1-34,534.7748,63.0232,36.4372,68.5231,0.0,25.5685,27.2285,0.3037,313.6613,4.6839,308.9774,68.9823,4.6839,64.2983,154.384,0.0,154.384,90.295,0.0,90.295,152.5611,21.5056237,0.18088140000000003,7.731186800000001,28.8892575,0.36891609999999997,0.0,22.4415625,-0.9359388,403.3024,181.3259,,135.9523,168.1128,99.2372,34.5411,29.9242,132.9603,23.4999,,0.44960282904341753,0.0498224,345.427,2172.9129045500003,4721550.4907599185
26,AIM/CGE,SSP1,2070,RCP34,AIM/CGE-SSP1-34,528.1389,69.3474,42.6109,78.9044,0.0,27.1586,28.7751,0.3506,280.9594,35.719,245.2404,59.9469,22.9656,36.9813,135.3125,2.994,132.3185,85.7,9.7594,75.9406,168.24259999999998,16.631638,0.1702197,7.4799779,23.6030683,2.4954861,0.0,17.9922598,-1.3606217999999999,391.6609,196.4594,,129.3572,166.3994,95.9043,28.8725,30.2729,115.9785,19.2587,,0.5016058534308632,0.0706546,408.585,2172.9129045500003,4721550.4907599185
27,AIM/CGE,SSP1,2080,RCP34,AIM/CGE-SSP1-34,517.9477,72.6613,46.2879,81.646,4.0036,27.9918,28.0173,0.3911,260.9164,54.3958,206.5207,56.7407,31.3353,25.4054,120.387,5.234,115.153,83.7888,17.8265,65.9623,175.3494,13.4869545,0.1627073,7.2587333,19.9086967,4.086583500000001,0.30890910000000005,15.0994343,-1.6124798,378.0288,205.6417,,121.7078,163.0774,93.2436,24.144,29.7851,102.2841,15.5174,,0.5439842149592835,0.084618,465.288,2172.9129045500003,4721550.4907599185
28,AIM/CGE,SSP1,2090,RCP34,AIM/CGE-SSP1-34,507.82,73.9232,48.6852,85.036,8.8202,28.3673,26.1654,0.4219,245.1817,70.1734,175.0083,55.0656,38.1356,16.9299,107.9051,7.0593,100.8458,82.211,24.9784,57.2326,177.563,10.8821926,0.15435210000000002,6.9615965,16.96362,5.525671099999999,0.6780178,12.6696274,-1.7874348,363.9752,211.4716,,114.9389,158.7113,90.325,19.9846,28.9146,90.8508,12.2304,,0.5810055190573424,0.0957296,515.414,2172.9129045500003,4721550.4907599185
29,AIM/CGE,SSP1,2100,RCP34,AIM/CGE-SSP1-34,493.8859,73.3712,49.6503,87.855,12.4068,28.2057,23.4631,0.4421,230.8559,78.2677,152.5882,52.4034,40.4233,11.9801,98.2168,8.2207,89.9961,80.2357,29.6237,50.6121,175.13240000000002,9.037781800000001,0.14537209999999998,6.601069000000001,14.7634369,6.3124080000000005,0.9516729,10.9555343,-1.9177525,348.4575,212.5913,,108.3716,152.8814,87.2045,16.4396,27.6821,81.9188,9.412,,0.6100924789967213,0.1024367,556.771,2172.9129045500003,4721550.4907599185
30,AIM/CGE,SSP1,2010,RCP45,AIM/CGE-SSP1-45,470.1648,0.7553,0.1671,44.9429,,12.2081,11.0828,0.2159,400.7582,0.0,400.7582,129.0773,0.0,129.0773,168.7875,,168.7875,102.8934,,102.8934,24.4292,35.7818143,0.36827679999999996,9.5101345,48.570823,0.0,,31.1567812,4.6250331,342.3496,64.5452,,127.6847,129.1818,85.4832,52.8108,13.1907,145.5461,65.2232,,0.18853592935408714,0.0005367,64.82874100000001,2862.034095950001,8191239.166380338
31,AIM/CGE,SSP1,2020,RCP45,AIM/CGE-SSP1-45,508.3489,5.062,0.9495,42.589,,15.8864,13.0799,0.2587,430.4854,0.0,430.4854,135.0632,0.0,135.0632,179.6149,,179.6149,115.8073,,115.8073,35.2365,36.5886317,0.3719853,9.7088677,49.9422657,0.0,,33.0207062,3.5679254,363.1709,83.7963,,131.5957,140.4693,91.1058,53.2255,17.4649,153.5094,53.7805,,0.23073517178826827,0.0327142,98.4804002,2862.034095950001,8191239.166380338
32,AIM/CGE,SSP1,2030,RCP45,AIM/CGE-SSP1-45,562.504,13.7753,4.6206,40.2542,,19.5528,19.7095,0.2584,464.3013,0.0,464.3013,150.6319,0.0,150.6319,194.4262,,194.4262,119.2431,,119.2431,57.9166,39.458902099999996,0.37698489999999996,10.286018700000001,53.356068,0.0,,35.7204964,3.7384057,401.6487,111.3153,,141.0419,155.1829,105.4239,53.9121,22.0203,166.8462,45.6299,,0.2771459237886242,0.0010331,150.103,2862.034095950001,8191239.166380338
33,AIM/CGE,SSP1,2040,RCP45,AIM/CGE-SSP1-45,597.3443,28.8233,13.0674,43.7006,,20.5302,22.5698,0.2371,468.3886,0.0,468.3886,151.4428,0.0,151.4428,197.8486,,197.8486,119.0972,,119.0972,85.2278,38.4480802,0.446841,12.331384400000001,55.058002699999996,0.0,,36.6556353,1.7924448,430.8072,139.2789,,147.3544,166.3323,117.1204,53.2654,26.2038,170.9723,38.7994,,0.3232975214898915,0.0001761,215.25,2862.034095950001,8191239.166380338
34,AIM/CGE,SSP1,2050,RCP45,AIM/CGE-SSP1-45,608.1712,44.0422,24.9087,50.6613,,20.8811,23.0187,0.2257,444.4091,0.0,444.4091,145.3076,0.0,145.3076,187.7308,,187.7308,111.3707,,111.3707,113.0764,35.0300766,0.38723399999999997,11.784702300000001,50.3635431,0.0,,34.694428099999996,0.33564839999999996,441.1475,167.0613,,149.6308,173.0256,118.491,48.2978,29.5658,162.0207,31.8965,,0.37869714777937086,0.0011301000000000002,282.232,2862.034095950001,8191239.166380338
35,AIM/CGE,SSP1,2060,RCP45,AIM/CGE-SSP1-45,602.8804,49.4453,29.6634,60.2048,,22.9612,23.4288,0.2501,416.8998,0.0,416.8998,130.8785,0.0,130.8785,174.6687,,174.6687,111.3526,,111.3526,125.7488,31.9298911,0.2964033,10.3188624,44.8070199,0.0,,31.9865976,-0.056706400000000004,433.0761,182.5194,,145.0212,173.907,114.148,44.2628,30.2278,148.5261,25.5371,,0.4214487938724857,0.0052557,347.17,2862.034095950001,8191239.166380338
36,AIM/CGE,SSP1,2070,RCP45,AIM/CGE-SSP1-45,587.7839,52.9256,34.0595,67.495,,25.4551,24.171,0.2844,383.3636,0.0,383.3636,112.0952,0.0,112.0952,159.4053,,159.4053,111.8631,,111.8631,136.8956,28.4270386,0.2443147,9.3087852,39.1955586,0.0,,29.0422631,-0.6152245000000001,419.1216,194.6859,,137.8373,172.0958,109.1884,39.0595,30.4363,133.1379,20.2421,,0.4645093452592279,0.013199299999999999,410.764,2862.034095950001,8191239.166380338
37,AIM/CGE,SSP1,2080,RCP45,AIM/CGE-SSP1-45,561.0112,57.1527,37.3317,70.8597,,26.6859,24.5697,0.3154,344.0632,0.0,344.0632,89.1859,0.0,89.1859,144.7008,,144.7008,110.1765,,110.1765,146.0554,24.7901548,0.2173568,8.655715599999999,34.1612175,0.0,,25.8411654,-1.0510106000000001,400.1148,201.2962,,128.0318,167.5822,104.5008,33.2634,29.7368,118.7764,15.8925,,0.5030961114160236,0.0216463,467.346,2862.034095950001,8191239.166380338
38,AIM/CGE,SSP1,2090,RCP45,AIM/CGE-SSP1-45,534.6702,60.6949,40.663,73.936,,27.6654,24.0344,0.3418,307.2986,0.0,307.2986,71.3627,0.0,71.3627,130.2863,,130.2863,105.6496,,105.6496,153.39950000000002,21.5446626,0.1963462,8.0546548,29.6821861,0.0,,22.9897294,-1.4450667000000001,381.3087,206.3124,,119.4758,162.186,99.647,27.491,28.8211,105.4603,12.3745,,0.5410639725765501,0.0303957,517.274,2862.034095950001,8191239.166380338
39,AIM/CGE,SSP1,2100,RCP45,AIM/CGE-SSP1-45,508.0139,62.9368,42.9713,76.3293,,27.7572,22.5059,0.3631,275.1111,0.5215,274.5896,58.2641,0.5215,57.7426,116.7338,,116.7338,100.1132,,100.1132,156.5343,18.738134600000002,0.1777572,7.4508778,26.246843700000003,0.0411098,,20.5264502,-1.7883156,361.3381,207.8181,,111.4064,155.4536,94.4781,22.2455,27.586,93.5947,9.4666,,0.5751347560636423,0.038962000000000004,558.324,2862.034095950001,8191239.166380338
40,AIM/CGE,SSP1,2010,Baseline,AIM/CGE-SSP1-Baseline,470.713,0.7597,0.1673,44.9441,,12.0884,10.8796,0.216,401.6235,,401.6235,129.6437,,129.6437,168.9374,,168.9374,103.0425,,103.0425,24.110999999999997,35.8887492,0.3687312,9.5359274,48.6968121,,,31.2580986,4.6306506,342.5024,64.4927,,127.6828,129.1779,85.6416,52.8512,13.1839,145.65,65.2891,,0.18829853455041481,,64.829088,3393.1483043000007,11513455.41497397
41,AIM/CGE,SSP1,2020,Baseline,AIM/CGE-SSP1-Baseline,525.4853,3.4479,0.8129,42.4193,,15.1612,11.8488,0.2612,451.496,,451.496,151.18,,151.18,184.3309,,184.3309,115.9851,,115.9851,31.531999999999996,39.1303344,0.4051339,10.6835064,53.603528100000005,,,35.2064959,3.9238384,370.5704,85.5593,,132.3716,141.8111,96.3877,53.9426,17.4205,157.5171,54.6003,,0.2308854134059277,,98.528,3393.1483043000007,11513455.41497397
42,AIM/CGE,SSP1,2030,Baseline,AIM/CGE-SSP1-Baseline,583.3196,11.4653,3.528,40.3936,,17.2102,13.182,0.2975,497.2059,,497.2059,172.915,,172.915,197.6536,,197.6536,126.6373,,126.6373,45.683,41.871182399999995,0.4407394,11.8129734,57.8174726,,,38.9407132,2.9304692,404.6666,111.6198,,141.0957,155.2397,108.3312,54.824,22.0977,167.986,46.1562,,0.2758315116691123,,150.173,3393.1483043000007,11513455.41497397
43,AIM/CGE,SSP1,2040,Baseline,AIM/CGE-SSP1-Baseline,619.1282,25.1875,11.2784,40.0739,,18.4327,14.4454,0.2978,509.3791,,509.3791,179.056,,179.056,201.1348,,201.1348,129.1883,,129.1883,69.6418,42.112808799999996,0.4700133,12.780361899999999,59.4361178,,,40.131397400000004,1.9814114999999999,431.5097,139.6408,,147.2336,166.3945,117.8815,53.6802,26.3561,170.8556,38.6964,,0.32360987481857306,,215.343,3393.1483043000007,11513455.41497397
44,AIM/CGE,SSP1,2050,Baseline,AIM/CGE-SSP1-Baseline,634.7324,40.084,22.9547,45.3696,,18.6717,15.0551,0.2872,492.2799,,492.2799,177.9695,,177.9695,191.945,,191.945,122.3654,,122.3654,97.0527,40.191862699999994,0.4893824,13.4774349,58.5837543,,,39.2327005,0.9591621,444.9176,168.9921,,149.5624,173.1497,122.2054,48.9584,29.6536,162.9053,32.0421,,0.37982786025996723,,282.355,3393.1483043000007,11513455.41497397
45,AIM/CGE,SSP1,2060,Baseline,AIM/CGE-SSP1-Baseline,637.0322,48.7596,29.2923,52.6062,,19.4965,14.1213,0.2989,472.4242,,472.4242,168.8587,,168.8587,180.6882,,180.6882,122.8773,,122.8773,111.96860000000001,38.8316152,0.5008663,13.9036895,57.8891767,,,37.8718645,0.9597507000000001,443.7787,186.1882,,146.0945,174.595,123.0892,46.2556,30.5497,152.1937,26.2917,,0.41955190729072844,,347.457,3393.1483043000007,11513455.41497397
46,AIM/CGE,SSP1,2070,Baseline,AIM/CGE-SSP1-Baseline,627.4771,54.5743,33.6211,61.2608,,21.4633,13.4846,0.3137,442.7228,,442.7228,147.7301,,147.7301,169.302,,169.302,125.6906,,125.6906,123.45700000000001,35.9351202,0.5051232999999999,14.059515600000001,55.407590600000006,,,35.5817488,0.3533714,435.6523,198.3233,,139.9909,173.4022,122.2592,43.1191,30.5523,140.8238,20.8296,,0.4552329919984354,,411.168,3393.1483043000007,11513455.41497397
47,AIM/CGE,SSP1,2080,Baseline,AIM/CGE-SSP1-Baseline,614.3458,55.7603,35.7067,70.2021,,22.8893,12.715,0.3334,416.699,,416.699,131.592,,131.592,157.816,,157.816,127.2909,,127.2909,127.4047,33.4662921,0.4997813,13.9816173,53.0349347,,,33.6132121,-0.1469201,421.6433,206.2458,,131.6617,170.0018,119.9798,38.2761,30.0532,128.9292,16.4229,,0.48914758043113693,,468.267,3393.1483043000007,11513455.41497397
48,AIM/CGE,SSP1,2090,Baseline,AIM/CGE-SSP1-Baseline,597.0849,56.7156,37.7794,71.7243,,23.7006,11.8241,0.3532,394.9441,,394.9441,121.1079,,121.1079,146.9377,,146.9377,126.8985,,126.8985,130.37290000000002,31.6029096,0.48587650000000004,13.6787585,50.734075499999996,,,32.0161553,-0.4132458,405.8941,211.6322,,124.0269,165.4099,116.4573,32.9818,29.326,117.7021,12.7977,,0.5213975763628986,,518.686,3393.1483043000007,11513455.41497397
49,AIM/CGE,SSP1,2100,Baseline,AIM/CGE-SSP1-Baseline,576.5366,56.0878,38.8875,71.7565,,24.1286,10.5357,0.3683,374.7253,,374.7253,115.8736,,115.8736,134.9646,,134.9646,123.8871,,123.8871,130.0079,29.879805400000002,0.4654559,13.1799545,48.2383078,,,30.6039574,-0.724152,387.116,213.5488,,116.4383,159.2184,111.4593,27.8755,28.2083,106.4628,9.7935,,0.5516403351966852,,560.102,3393.1483043000007,11513455.41497397
